SID,start_time,end_time,start_year,max_wind,n_track_points,mean_lat,mean_lon,par_max_wind,peak_intensity,par_peak_intensity
1974324N08146,1974-11-20 00:00:00,1974-12-03 00:00:00,1974,115.0,105,14.964761904761904,127.50666666666667,115.0,TY,TY
1974349N11126,1974-12-17 00:00:00,1974-12-19 06:00:00,1974,40.0,19,13.1,112.57894736842105,30.0,TS,TD
1974352N09140,1974-12-18 00:00:00,1974-12-24 12:00:00,1974,40.0,53,10.354716981132075,122.00754716981132,40.0,TS,TS
1975019N09140,1975-01-21 00:00:00,1975-01-28 12:00:00,1975,70.0,61,11.211475409836066,123.3983606557377,70.0,TY,TY
1975111N05132,1975-04-22 00:00:00,1975-04-28 00:00:00,1975,25.0,49,11.459183673469388,119.71020408163265,25.0,TD,TD
1975211N20137,1975-07-30 00:00:00,1975-08-06 00:00:00,1975,135.0,57,22.96140350877193,124.57368421052631,135.0,STY,STY
1975217N20126,1975-08-05 00:00:00,1975-08-07 00:00:00,1975,30.0,17,23.029411764705884,125.14117647058823,30.0,TD,TD
1975221N18116,1975-08-17 00:00:00,1975-08-24 12:00:00,1975,80.0,61,30.522950819672133,133.40983606557376,30.0,TY,TD
1975221N18127,1975-08-09 00:00:00,1975-08-15 12:00:00,1975,65.0,53,25.91509433962264,120.71886792452831,65.0,TY,TY
1975247N14131,1975-09-04 00:00:00,1975-09-08 00:00:00,1975,45.0,33,17.187878787878788,132.8939393939394,45.0,TS,TS
1975258N12132,1975-09-15 00:00:00,1975-09-21 06:00:00,1975,75.0,51,16.26078431372549,118.61372549019609,75.0,TY,TY
1975259N10141,1975-09-17 00:00:00,1975-09-24 00:00:00,1975,95.0,57,19.970175438596492,130.17368421052632,95.0,TY,TY
1975273N09138,1975-09-30 00:00:00,1975-10-09 12:00:00,1975,105.0,77,30.07402597402597,146.3220779220779,80.0,TY,TY
1975281N10142,1975-10-08 00:00:00,1975-10-15 00:00:00,1975,135.0,57,18.056140350877193,126.21052631578948,135.0,STY,STY
1975288N13138,1975-10-15 00:00:00,1975-10-23 12:00:00,1975,70.0,58,16.25344827586207,121.98275862068965,50.0,TY,TS
1975296N24129,1975-10-24 00:00:00,1975-11-04 06:00:00,1975,60.0,91,23.01098901098901,136.15604395604396,60.0,TS,TS
1975305N14125,1975-11-01 00:00:00,1975-11-04 12:00:00,1975,45.0,29,14.075862068965517,117.12068965517241,33.0,TS,TD
1975357N07116,1975-12-26 00:00:00,1975-12-30 00:00:00,1975,30.0,33,9.83939393939394,115.87575757575758,30.0,TD,TD
1975360N10127,1975-12-26 00:00:00,1975-12-30 12:00:00,1975,30.0,37,14.694594594594596,127.30000000000001,30.0,TD,TD
1976056N04163,1976-02-25 00:00:00,1976-03-03 00:00:00,1976,35.0,57,7.784210526315789,147.06315789473686,20.0,TS,TD
1976092N11140,1976-04-01 00:00:00,1976-04-16 12:00:00,1976,115.0,125,16.1848,138.7512,115.0,TY,TY
1976131N12142,1976-05-10 00:00:00,1976-05-28 12:00:00,1976,100.0,149,15.901342281879195,128.5691275167785,100.0,TY,TY
1976172N11141,1976-06-20 00:00:00,1976-07-05 12:00:00,1976,120.0,125,20.570400000000003,129.91039999999998,110.0,TY,TY
1976176N09148,1976-06-24 00:00:00,1976-07-05 06:00:00,1976,115.0,91,25.906593406593405,146.81538461538463,115.0,TY,TY
1976190N09163,1976-07-08 00:00:00,1976-07-21 00:00:00,1976,135.0,105,19.30095238095238,143.05142857142857,105.0,STY,TY
1976202N15127,1976-07-20 00:00:00,1976-07-27 12:00:00,1976,65.0,61,27.260655737704916,131.62786885245902,65.0,TY,TY
1976202N16118,1976-07-20 00:00:00,1976-07-27 12:00:00,1976,55.0,61,19.190163934426227,111.98032786885246,30.0,TS,TD
1976213N08160,1976-07-31 00:00:00,1976-08-12 12:00:00,1976,125.0,101,18.7960396039604,135.5990099009901,125.0,TY,TY
1976215N15118,1976-08-02 00:00:00,1976-08-08 12:00:00,1976,40.0,53,19.464150943396223,112.86603773584905,20.0,TS,TD
1976230N18143,1976-08-17 00:00:00,1976-08-24 00:00:00,1976,50.0,57,27.62456140350877,130.98771929824562,50.0,TS,TS
1976233N13136,1976-08-20 00:00:00,1976-08-25 12:00:00,1976,45.0,45,19.24222222222222,121.19333333333333,40.0,TS,TS
1976246N09157,1976-09-02 00:00:00,1976-09-15 12:00:00,1976,130.0,109,24.422935779816513,137.6119266055046,130.0,STY,STY
1976257N15113,1976-09-14 00:00:00,1976-09-29 12:00:00,1976,75.0,125,19.18,113.0592,55.0,TY,TS
1976301N07153,1976-10-27 00:00:00,1976-11-09 12:00:00,1976,140.0,109,18.10183486238532,141.68899082568808,140.0,STY,STY
1976309N05160,1976-11-04 00:00:00,1976-11-12 12:00:00,1976,60.0,69,18.456521739130434,135.368115942029,60.0,TS,TS
1976336N08133,1976-12-01 00:00:00,1976-12-08 00:00:00,1976,45.0,57,12.440350877192984,126.07894736842105,45.0,TS,TS
1976343N15132,1976-12-08 00:00:00,1976-12-10 12:00:00,1976,35.0,21,18.404761904761905,135.7,35.0,TS,TS
1977144N18125,1977-05-26 00:00:00,1977-05-27 06:00:00,1977,30.0,11,22.69090909090909,130.0909090909091,30.0,TD,TD
1977161N06134,1977-06-14 06:00:00,1977-06-17 12:00:00,1977,60.0,27,21.985185185185188,118.26296296296296,45.0,TS,TS
1977194N06142,1977-07-16 12:00:00,1977-07-21 12:00:00,1977,75.0,41,16.378048780487806,116.52439024390245,50.0,TY,TS
1977200N10138,1977-07-21 00:00:00,1977-07-26 00:00:00,1977,85.0,41,19.37560975609756,123.16829268292682,85.0,TY,TY
1977206N24137,1977-07-28 00:00:00,1977-08-01 06:00:00,1977,110.0,35,24.462857142857143,125.11999999999999,110.0,TY,TY
1977228N19133,1977-08-20 00:00:00,1977-08-23 18:00:00,1977,40.0,31,24.661290322580644,121.50967741935484,30.0,TS,TD
1977243N05156,1977-09-02 00:00:00,1977-09-10 18:00:00,1977,130.0,71,16.919718309859153,131.0619718309859,130.0,STY,STY
1977254N19147,1977-09-14 12:00:00,1977-09-23 18:00:00,1977,75.0,75,18.288,117.86933333333334,70.0,TY,TY
1977264N14133,1977-09-23 00:00:00,1977-09-25 00:00:00,1977,55.0,17,19.935294117647057,116.87058823529412,33.0,TS,TD
1977287N10145,1977-10-16 06:00:00,1977-10-20 18:00:00,1977,55.0,37,22.818918918918918,135.6810810810811,50.0,TS,TS
1977308N07156,1977-11-06 06:00:00,1977-11-17 00:00:00,1977,125.0,87,15.145977011494253,132.15632183908048,125.0,TY,TY
1977330N07169,1977-11-28 06:00:00,1977-12-07 18:00:00,1977,115.0,77,13.858441558441557,140.57402597402597,115.0,TY,TY
1977352N05171,1977-12-20 06:00:00,1978-01-03 18:00:00,1977,95.0,117,10.344444444444443,154.1871794871795,35.0,TY,TS
1978105N04149,1978-04-15 00:00:00,1978-04-26 18:00:00,1978,85.0,95,12.953684210526315,127.09157894736843,70.0,TY,TY
1978165N20138,1978-06-13 12:00:00,1978-06-20 12:00:00,1978,50.0,57,25.426315789473684,130.3122807017544,30.0,TS,TD
1978172N17130,1978-06-21 00:00:00,1978-06-24 18:00:00,1978,40.0,31,19.55806451612903,125.33870967741936,40.0,TS,TS
1978177N11130,1978-06-26 00:00:00,1978-06-30 18:00:00,1978,35.0,39,11.492307692307692,119.11794871794872,25.0,TS,TD
1978203N18139,1978-07-22 00:00:00,1978-08-02 18:00:00,1978,80.0,95,25.793684210526315,130.6357894736842,80.0,TY,TY
1978217N16129,1978-08-08 00:00:00,1978-08-12 00:00:00,1978,40.0,33,19.430303030303033,113.70606060606062,15.0,TS,TD
1978221N16143,1978-08-10 12:00:00,1978-08-20 00:00:00,1978,80.0,77,24.532467532467532,131.80519480519482,70.0,TY,TY
1978222N11131,1978-08-10 00:00:00,1978-08-13 12:00:00,1978,45.0,29,19.32758620689655,125.7896551724138,45.0,TS,TS
1978230N09136,1978-08-18 00:00:00,1978-08-28 00:00:00,1978,65.0,81,16.119753086419752,123.86172839506172,53.0,TY,TS
1978240N20130,1978-08-28 12:00:00,1978-08-31 18:00:00,1978,40.0,27,24.425925925925927,129.2888888888889,40.0,TS,TS
1978253N21124,1978-09-09 12:00:00,1978-09-15 18:00:00,1978,65.0,51,26.749019607843138,124.59607843137255,35.0,TY,TS
1978262N14135,1978-09-20 00:00:00,1978-09-26 12:00:00,1978,50.0,53,15.645283018867925,118.28113207547169,35.0,TS,TS
1978264N08147,1978-09-20 12:00:00,1978-10-02 18:00:00,1978,75.0,99,14.224242424242425,125.76565656565656,60.0,TY,TS
1978279N14142,1978-10-06 00:00:00,1978-10-16 12:00:00,1978,60.0,85,16.122352941176473,121.04823529411765,60.0,TS,TS
1978281N11138,1978-10-08 00:00:00,1978-10-15 00:00:00,1978,85.0,57,20.19473684210526,129.47192982456139,85.0,TY,TY
1978283N06153,1978-10-10 00:00:00,1978-10-16 12:00:00,1978,20.0,53,10.945283018867926,139.44150943396227,20.0,TD,TD
1978288N10185,1978-10-15 00:00:00,1978-10-29 18:00:00,1978,150.0,119,12.30420168067227,148.98571428571427,150.0,STY,STY
1978320N04155,1978-11-16 00:00:00,1978-11-24 06:00:00,1978,125.0,67,14.471641791044776,138.6865671641791,125.0,TY,TY
1978320N15130,1978-11-15 18:00:00,1978-11-20 00:00:00,1978,25.0,35,14.657142857142857,127.17714285714285,25.0,TD,TD
1979077N07150,1979-03-18 00:00:00,1979-03-25 00:00:00,1979,90.0,57,13.733333333333333,140.1263157894737,78.0,TY,TY
1979098N02144,1979-04-08 00:00:00,1979-04-21 00:00:00,1979,80.0,105,10.686666666666666,132.1647619047619,80.0,TY,TY
1979126N04148,1979-05-06 00:00:00,1979-05-17 00:00:00,1979,40.0,89,10.331460674157304,129.4179775280899,40.0,TS,TS
1979137N19116,1979-05-17 00:00:00,1979-05-24 18:00:00,1979,30.0,63,19.650793650793652,118.77936507936508,30.0,TD,TD
1979174N07143,1979-06-29 00:00:00,1979-07-06 06:00:00,1979,85.0,59,16.3,125.32881355932203,85.0,TY,TY
1979180N03155,1979-06-28 18:00:00,1979-07-07 00:00:00,1979,40.0,67,8.405970149253733,143.5179104477612,25.0,TS,TD
1979204N19143,1979-07-23 06:00:00,1979-07-26 06:00:00,1979,20.0,25,25.232,131.996,20.0,TD,TD
1979205N10148,1979-07-24 06:00:00,1979-08-08 12:00:00,1979,130.0,123,18.182926829268293,118.8390243902439,130.0,STY,STY
1979206N19132,1979-07-25 12:00:00,1979-07-29 12:00:00,1979,60.0,33,20.8969696969697,124.05454545454546,60.0,TS,TS
1979214N12136,1979-08-02 06:00:00,1979-08-06 12:00:00,1979,25.0,35,16.217142857142857,128.72857142857143,25.0,TD,TD
1979219N15138,1979-08-07 12:00:00,1979-08-18 06:00:00,1979,90.0,87,23.422988505747124,129.28620689655173,83.0,TY,TY
1979228N11151,1979-08-15 12:00:00,1979-08-26 12:00:00,1979,135.0,89,22.491011235955057,132.61011235955056,135.0,STY,STY
1979242N22143,1979-08-30 00:00:00,1979-09-04 12:00:00,1979,60.0,45,27.11333333333333,134.44,25.0,TS,TD
1979254N10140,1979-09-13 00:00:00,1979-09-24 00:00:00,1979,70.0,89,15.704494382022473,123.93483146067416,70.0,TY,TY
1979262N15149,1979-09-22 00:00:00,1979-10-01 00:00:00,1979,110.0,73,23.2013698630137,132.5205479452055,110.0,TY,TY
1979271N13113,1979-09-30 12:00:00,1979-10-15 00:00:00,1979,110.0,117,13.038461538461538,117.22649572649573,110.0,TY,TY
1979273N11145,1979-10-02 00:00:00,1979-10-07 06:00:00,1979,45.0,43,20.746511627906976,137.11627906976744,45.0,TS,TS
1979275N06159,1979-10-04 00:00:00,1979-10-19 18:00:00,1979,165.0,127,15.896062992125984,140.74409448818898,125.0,STY,TY
1979300N04166,1979-11-02 00:00:00,1979-11-07 12:00:00,1979,140.0,45,12.386666666666667,130.2422222222222,140.0,STY,STY
1979311N10142,1979-11-07 00:00:00,1979-11-13 18:00:00,1979,50.0,55,16.48909090909091,129.85454545454544,50.0,TS,TS
1979333N07169,1979-11-29 00:00:00,1979-12-15 00:00:00,1979,110.0,129,11.309302325581395,148.59224806201553,110.0,TY,TY
1979350N07153,1979-12-17 00:00:00,1979-12-23 12:00:00,1979,60.0,53,11.09622641509434,132.72264150943397,60.0,TS,TS
1980076N06148,1980-03-18 00:00:00,1980-03-25 00:00:00,1980,30.0,57,10.22982456140351,131.48070175438596,30.0,TD,TD
1980126N08150,1980-05-08 00:00:00,1980-05-20 00:00:00,1980,90.0,97,15.891752577319588,128.27319587628867,90.0,TY,TY
1980137N04158,1980-05-19 00:00:00,1980-05-26 06:00:00,1980,55.0,59,11.457627118644067,135.62372881355932,55.0,TS,TS
1980140N16116,1980-05-19 12:00:00,1980-05-24 12:00:00,1980,55.0,41,17.978048780487807,115.44634146341464,30.0,TS,TD
1980171N06142,1980-06-19 00:00:00,1980-06-29 00:00:00,1980,50.0,81,13.356790123456792,122.02345679012345,45.0,TS,TS
1980187N09146,1980-07-06 06:00:00,1980-07-11 18:00:00,1980,60.0,45,18.919999999999998,126.12666666666667,60.0,TS,TS
1980197N07154,1980-07-16 00:00:00,1980-07-23 00:00:00,1980,105.0,57,15.436842105263157,129.26315789473685,105.0,TY,TY
1980197N15133,1980-07-15 18:00:00,1980-07-19 06:00:00,1980,30.0,29,17.59655172413793,116.7655172413793,30.0,TD,TD
1980201N08155,1980-07-19 00:00:00,1980-07-27 18:00:00,1980,130.0,71,14.167605633802816,131.5718309859155,130.0,STY,STY
1980225N11145,1980-08-14 18:00:00,1980-08-15 06:00:00,1980,20.0,5,15.1,123.74000000000001,20.0,TD,TD
1980236N15144,1980-08-23 00:00:00,1980-08-29 00:00:00,1980,90.0,49,20.79795918367347,129.69387755102042,90.0,TY,TY
1980246N05151,1980-09-01 18:00:00,1980-09-11 18:00:00,1980,85.0,76,17.87763157894737,140.42236842105262,75.0,TY,TY
1980257N17133,1980-09-13 12:00:00,1980-09-19 12:00:00,1980,125.0,49,20.320408163265306,124.7061224489796,125.0,TY,TY
1980277N09157,1980-10-02 12:00:00,1980-10-15 00:00:00,1980,150.0,101,18.398019801980197,140.05049504950495,140.0,STY,STY
1980296N05165,1980-10-28 12:00:00,1980-11-07 18:00:00,1980,125.0,83,15.304819277108432,133.46385542168676,125.0,TY,TY
1980300N08137,1980-10-28 18:00:00,1980-11-02 00:00:00,1980,35.0,35,14.802857142857144,115.48,35.0,TS,TS
1980349N10138,1980-12-14 00:00:00,1980-12-21 00:00:00,1980,50.0,57,12.899999999999999,129.21578947368423,50.0,TS,TS
1981158N17119,1981-06-07 18:00:00,1981-06-14 00:00:00,1981,65.0,51,19.33921568627451,115.09607843137255,55.0,TY,TS
1981166N11135,1981-06-16 12:00:00,1981-06-22 12:00:00,1981,75.0,49,22.071428571428573,125.75918367346938,75.0,TY,TY
1981176N08150,1981-06-28 18:00:00,1981-07-05 00:00:00,1981,75.0,51,15.429411764705883,118.03333333333333,58.0,TY,TS
1981178N05160,1981-07-01 00:00:00,1981-07-07 12:00:00,1981,55.0,53,15.543396226415094,122.73396226415093,50.0,TS,TS
1981195N11138,1981-07-17 00:00:00,1981-07-20 00:00:00,1981,55.0,25,22.448,125.992,55.0,TS,TS
1981214N13113,1981-08-04 00:00:00,1981-08-09 00:00:00,1981,50.0,41,18.126829268292685,116.27073170731708,50.0,TS,TS
1981227N18129,1981-08-16 12:00:00,1981-08-23 18:00:00,1981,85.0,59,27.720338983050848,135.86271186440678,85.0,TY,TY
1981237N16148,1981-08-25 12:00:00,1981-09-01 18:00:00,1981,95.0,59,22.74237288135593,131.95084745762713,85.0,TY,TY
1981256N10150,1981-09-13 18:00:00,1981-09-22 12:00:00,1981,120.0,71,15.681690140845072,128.74788732394367,120.0,TY,TY
1981266N09151,1981-09-24 00:00:00,1981-10-02 06:00:00,1981,150.0,67,18.87462686567164,137.88208955223882,143.0,STY,STY
1981283N07132,1981-10-10 00:00:00,1981-10-14 12:00:00,1981,45.0,37,10.486486486486486,121.60270270270271,30.0,TS,TD
1981286N10150,1981-10-14 00:00:00,1981-10-23 06:00:00,1981,95.0,75,21.292,137.89866666666666,95.0,TY,TY
1981317N14153,1981-11-12 12:00:00,1981-11-23 06:00:00,1981,100.0,87,15.209195402298851,130.91034482758621,90.0,TY,TY
1981319N07163,1981-11-17 18:00:00,1981-11-27 00:00:00,1981,135.0,75,15.261333333333333,134.25199999999998,135.0,STY,STY
1981324N08158,1981-11-21 00:00:00,1981-11-26 06:00:00,1981,35.0,43,14.462790697674418,142.37906976744188,35.0,TS,TS
1981343N05150,1981-12-09 00:00:00,1981-12-20 18:00:00,1981,115.0,95,12.962105263157897,140.76631578947368,98.0,TY,TY
1981355N07149,1981-12-22 18:00:00,1981-12-28 12:00:00,1981,95.0,47,13.151063829787235,124.4,95.0,TY,TY
1982073N07153,1982-03-14 06:00:00,1982-03-25 00:00:00,1982,60.0,87,9.257471264367815,128.1103448275862,60.0,TS,TS
1982077N04161,1982-03-18 06:00:00,1982-04-01 06:00:00,1982,105.0,113,10.252212389380531,129.69646017699117,105.0,TY,TY
1982136N08140,1982-05-16 18:00:00,1982-05-22 18:00:00,1982,105.0,49,17.118367346938776,129.23265306122448,105.0,TY,TY
1982176N18114,1982-06-28 00:00:00,1982-07-04 00:00:00,1982,55.0,49,21.944897959183674,118.92040816326531,55.0,TS,TS
1982179N19128,1982-06-29 06:00:00,1982-07-01 12:00:00,1982,50.0,19,25.878947368421052,140.8421052631579,40.0,TS,TS
1982190N09148,1982-07-12 12:00:00,1982-07-17 12:00:00,1982,55.0,41,16.173170731707316,121.58780487804879,50.0,TS,TS
1982202N12148,1982-07-21 12:00:00,1982-07-30 00:00:00,1982,120.0,69,17.342028985507245,134.39420289855073,120.0,TY,TY
1982213N13145,1982-08-04 12:00:00,1982-08-14 18:00:00,1982,125.0,83,26.401204819277112,124.09156626506025,125.0,TY,TY
1982220N08154,1982-08-08 00:00:00,1982-08-15 18:00:00,1982,80.0,63,16.103174603174605,133.44126984126984,80.0,TY,TY
1982227N09140,1982-08-20 00:00:00,1982-09-03 06:00:00,1982,90.0,115,19.03739130434783,124.68173913043478,90.0,TY,TY
1982229N09154,1982-08-17 06:00:00,1982-08-27 12:00:00,1982,125.0,83,18.803614457831326,138.09156626506024,125.0,TY,TY
1982246N16119,1982-09-04 00:00:00,1982-09-06 18:00:00,1982,60.0,23,16.356521739130436,113.86521739130436,43.0,TS,TS
1982247N11147,1982-09-05 00:00:00,1982-09-12 18:00:00,1982,90.0,63,21.452380952380953,138.4031746031746,90.0,TY,TY
1982248N14133,1982-09-04 18:00:00,1982-09-16 00:00:00,1982,90.0,91,15.883516483516484,119.31978021978023,65.0,TY,TY
1982257N17140,1982-09-16 00:00:00,1982-09-25 00:00:00,1982,110.0,73,22.32191780821918,127.82876712328768,110.0,TY,TY
1982283N17148,1982-10-10 06:00:00,1982-10-18 06:00:00,1982,115.0,65,16.99846153846154,124.19846153846153,115.0,TY,TY
1982325N08176,1982-11-21 18:00:00,1982-12-09 00:00:00,1982,100.0,139,11.452517985611511,149.7093525179856,80.0,TY,TY
1982339N07139,1982-12-07 06:00:00,1982-12-10 18:00:00,1982,65.0,29,15.124137931034484,124.03793103448275,65.0,TY,TY
1983167N05145,1983-06-19 00:00:00,1983-06-26 06:00:00,1983,35.0,59,11.477966101694916,120.79830508474576,25.0,TS,TD
1983186N04153,1983-07-09 06:00:00,1983-07-18 06:00:00,1983,90.0,73,13.463013698630137,125.93287671232878,80.0,TY,TY
1983188N06136,1983-07-09 12:00:00,1983-07-13 18:00:00,1983,65.0,35,16.208571428571428,116.40857142857143,65.0,TY,TY
1983201N08144,1983-07-20 18:00:00,1983-07-25 18:00:00,1983,135.0,41,17.258536585365853,128.29268292682926,135.0,STY,STY
1983212N06151,1983-08-05 00:00:00,1983-08-17 12:00:00,1983,145.0,101,21.531683168316828,133.82475247524752,145.0,STY,STY
1983220N16111,1983-08-08 00:00:00,1983-08-15 06:00:00,1983,45.0,59,17.133898305084745,117.59661016949153,45.0,TS,TS
1983229N15140,1983-08-17 06:00:00,1983-08-26 06:00:00,1983,55.0,73,21.41917808219178,138.5904109589041,55.0,TS,TS
1983239N10183,1983-08-27 00:00:00,1983-09-09 12:00:00,1983,125.0,109,14.084403669724772,142.97614678899083,125.0,TY,TY
1983259N08161,1983-09-20 12:00:00,1983-09-28 06:00:00,1983,150.0,63,22.066666666666666,131.34285714285716,150.0,STY,STY
1983271N18118,1983-09-28 00:00:00,1983-10-01 12:00:00,1983,55.0,29,19.413793103448278,111.80689655172414,25.0,TS,TD
1983276N06130,1983-10-06 12:00:00,1983-10-09 00:00:00,1983,50.0,21,12.004761904761905,111.72380952380952,25.0,TS,TD
1983279N04140,1983-10-08 06:00:00,1983-10-14 00:00:00,1983,65.0,47,15.785106382978723,121.26170212765958,43.0,TY,TS
1983279N17148,1983-10-06 12:00:00,1983-10-11 06:00:00,1983,65.0,39,24.22820512820513,137.2948717948718,60.0,TY,TS
1983282N09155,1983-10-14 18:00:00,1983-10-20 18:00:00,1983,40.0,49,13.371428571428572,104.36734693877551,25.0,TS,TD
1983287N09164,1983-10-22 00:00:00,1983-10-26 06:00:00,1983,70.0,35,17.3,112.61142857142858,33.0,TY,TD
1983299N07172,1983-10-30 12:00:00,1983-11-07 00:00:00,1983,145.0,61,16.84918032786885,139.6327868852459,145.0,STY,STY
1983317N12153,1983-11-14 12:00:00,1983-11-27 00:00:00,1983,125.0,101,14.163366336633663,130.0811881188119,125.0,TY,TY
1983321N11111,1983-11-17 00:00:00,1983-11-24 18:00:00,1983,70.0,63,8.731746031746033,113.43174603174603,33.0,TY,TD
1983325N08148,1983-11-22 12:00:00,1983-11-30 12:00:00,1983,60.0,65,13.595384615384615,132.81846153846155,60.0,TS,TS
1983334N09142,1983-12-02 18:00:00,1983-12-05 00:00:00,1983,55.0,19,16.91578947368421,132.48947368421054,55.0,TS,TS
1983347N06154,1983-12-14 12:00:00,1983-12-18 06:00:00,1983,55.0,31,13.235483870967743,136.22903225806454,55.0,TS,TS
1984169N20137,1984-06-18 06:00:00,1984-06-26 00:00:00,1984,60.0,63,21.6968253968254,124.34761904761905,55.0,TS,TS
1984180N16130,1984-07-01 00:00:00,1984-07-05 06:00:00,1984,75.0,35,23.68,122.9542857142857,75.0,TY,TY
1984184N06139,1984-07-04 18:00:00,1984-07-09 18:00:00,1984,55.0,41,17.951219512195124,117.49268292682926,30.0,TS,TD
1984214N12143,1984-08-04 00:00:00,1984-08-09 18:00:00,1984,55.0,47,23.30212765957447,122.98297872340426,55.0,TS,TS
1984220N03145,1984-08-09 12:00:00,1984-08-13 18:00:00,1984,30.0,35,16.802857142857142,127.38000000000001,30.0,TD,TD
1984225N18142,1984-08-14 12:00:00,1984-08-22 00:00:00,1984,75.0,61,26.20655737704918,129.89344262295083,65.0,TY,TY
1984227N18118,1984-08-15 12:00:00,1984-08-21 18:00:00,1984,55.0,51,19.805882352941175,114.87058823529411,33.0,TS,TD
1984234N16147,1984-08-23 00:00:00,1984-08-25 00:00:00,1984,20.0,17,20.870588235294118,138.2941176470588,20.0,TD,TD
1984238N18137,1984-08-28 00:00:00,1984-08-31 00:00:00,1984,60.0,25,19.864,119.844,55.0,TS,TS
1984239N08146,1984-08-26 00:00:00,1984-09-06 12:00:00,1984,125.0,93,12.978494623655914,129.05376344086022,125.0,TY,TY
1984284N11116,1984-10-11 06:00:00,1984-10-13 00:00:00,1984,40.0,15,12.193333333333333,111.05333333333333,25.0,TS,TD
1984291N13130,1984-10-23 00:00:00,1984-11-01 06:00:00,1984,65.0,75,14.482666666666667,115.57333333333334,65.0,TY,TY
1984294N04163,1984-10-22 00:00:00,1984-10-30 06:00:00,1984,155.0,67,16.307462686567163,140.2223880597015,155.0,STY,STY
1984302N00149,1984-10-30 12:00:00,1984-11-08 12:00:00,1984,120.0,73,9.7986301369863,128.10684931506847,120.0,TY,TY
1984313N14154,1984-11-08 00:00:00,1984-11-22 00:00:00,1984,130.0,113,15.419469026548674,136.4858407079646,130.0,STY,STY
1984317N04164,1984-11-14 00:00:00,1984-11-21 12:00:00,1984,110.0,61,14.008196721311476,141.10491803278688,110.0,TY,TY
1984336N05156,1984-12-02 06:00:00,1984-12-11 06:00:00,1984,125.0,73,13.408219178082192,135.8027397260274,125.0,TY,TY
1985004N04131,1985-01-08 06:00:00,1985-01-13 00:00:00,1985,55.0,39,9.835897435897436,137.33333333333334,50.0,TS,TS
1985136N07129,1985-05-20 00:00:00,1985-05-26 06:00:00,1985,100.0,51,19.23921568627451,132.03529411764706,100.0,TY,TY
1985162N05154,1985-06-19 06:00:00,1985-06-25 06:00:00,1985,100.0,49,19.153061224489797,122.0204081632653,95.0,TY,TY
1985168N05156,1985-06-24 12:00:00,1985-07-01 06:00:00,1985,90.0,55,20.254545454545454,132.4781818181818,90.0,TY,TY
1985199N08143,1985-07-21 00:00:00,1985-08-02 00:00:00,1985,75.0,97,26.787628865979382,134.2680412371134,63.0,TY,TS
1985220N18128,1985-08-10 06:00:00,1985-08-14 12:00:00,1985,60.0,35,28.557142857142857,127.92285714285715,48.0,TS,TS
1985227N16149,1985-08-16 12:00:00,1985-08-24 06:00:00,1985,95.0,63,22.893650793650792,131.33968253968254,95.0,TY,TY
1985236N23125,1985-08-27 00:00:00,1985-08-31 18:00:00,1985,95.0,39,26.66153846153846,129.96410256410257,85.0,TY,TY
1985240N08148,1985-08-31 18:00:00,1985-09-06 06:00:00,1985,75.0,45,17.464444444444442,120.92222222222222,70.0,TY,TY
1985256N13146,1985-09-13 06:00:00,1985-09-18 00:00:00,1985,50.0,39,19.34871794871795,128.56923076923076,50.0,TS,TS
1985260N13115,1985-09-19 00:00:00,1985-09-22 06:00:00,1985,50.0,27,18.537037037037038,112.2,25.0,TS,TD
1985268N03161,1985-09-29 06:00:00,1985-10-05 06:00:00,1985,90.0,49,20.544897959183672,127.56122448979592,90.0,TY,TY
1985281N02144,1985-10-12 06:00:00,1985-10-16 12:00:00,1985,100.0,35,14.202857142857143,112.96285714285713,68.0,TY,TY
1985284N05159,1985-10-11 18:00:00,1985-10-21 18:00:00,1985,150.0,81,13.912345679012347,130.03827160493827,150.0,STY,STY
1985294N10122,1985-10-23 00:00:00,1985-11-01 06:00:00,1985,100.0,75,20.150666666666666,124.46,100.0,TY,TY
1985347N07155,1985-12-17 00:00:00,1985-12-24 00:00:00,1985,100.0,57,13.856140350877192,132.08947368421053,100.0,TY,TY
1985347N09114,1985-12-16 06:00:00,1985-12-22 00:00:00,1985,60.0,47,7.927659574468086,112.12127659574467,48.0,TS,TS
1986029N04152,1986-02-01 00:00:00,1986-02-06 00:00:00,1986,85.0,41,12.412195121951221,136.10243902439024,78.0,TY,TY
1986112N02152,1986-04-26 18:00:00,1986-05-03 00:00:00,1986,90.0,51,9.762745098039215,137.1529411764706,25.0,TY,TD
1986136N18114,1986-05-22 06:00:00,1986-05-29 12:00:00,1986,45.0,59,21.53220338983051,120.54237288135593,45.0,TS,TS
1986169N07152,1986-06-21 18:00:00,1986-06-25 06:00:00,1986,80.0,29,23.75172413793103,124.87931034482759,80.0,TY,TY
1986172N04161,1986-06-28 00:00:00,1986-07-02 06:00:00,1986,50.0,35,19.045714285714286,129.58857142857144,50.0,TS,TS
1986179N11175,1986-07-03 00:00:00,1986-07-11 12:00:00,1986,140.0,69,17.1,130.99420289855072,140.0,STY,STY
1986190N11162,1986-07-13 00:00:00,1986-07-17 12:00:00,1986,85.0,37,24.486486486486488,132.53783783783783,83.0,TY,TY
1986209N13139,1986-07-30 12:00:00,1986-08-04 18:00:00,1986,55.0,43,20.90232558139535,128.73720930232557,55.0,TS,TS
